V1.81,SPxLang.ENCGroup4Name,Scale
V1.81,SPxLang.ENCGroup5Desc,North arrow [SY(NORTHAR1)]
V1.81,SPxLang.ENCGroup5Name,North arrow
V1.81,SPxLang.ENCGroup6Desc,"No data [colour NODTA, AP(NODATA03)], unsurveyed (UNSARE), incompletely surveyed area"
V1.81,SPxLang.ENCGroup6Name,"No data, unsurveyed"
V1.81,SPxLang.ENCGroup7Desc,Non-HO data boundary LC(NONHODAT)
V1.81,SPxLang.ENCGroup7Name,Non-HO data boundary
V1.81,SPxLang.ENCGroup8Desc,Land areas
V1.81,SPxLang.ENCGroup8Name,Land areas
V1.81,SPxLang.ENCGroup9Desc,Land area (LANDARE)
V1.81,SPxLang.ENCGroup9Name,Land area
V1.81,SPxLang.ENCGroup10Desc,Dangers above water
V1.81,SPxLang.ENCGroup10Name,Dangers above water
V1.81,SPxLang.ENCGroup11Desc,"Bridge (BRIDGE), pylon (PYLONS), overhead cable (CBLOHD), conveyor (CONVYR), overhead pipeline (PIPOHD), offshore platform (OFSPLF)"
V1.81,SPxLang.ENCGroup11Name,"Bridge, pylon, pipeline, overhead cable, conveyor, etc"
V1.81,SPxLang.ENCGroup12Desc,Shoreline
V1.81,SPxLang.ENCGroup12Name,Shoreline
V1.81,SPxLang.ENCGroup13Desc,"Coastline (COALNE), ice shelf, glacier (ICEARE), shoreline construction (SLCONS), tie-up wall, dolphin (MORFAC), gate (GATCON, pile (PILPNT) crib, wellhead, ice boom (OBSTRN), floating dock (FLODOC), hulk (HULKES), pontoon (PONTON), oilboom (OILBAR), log boom (LOGPON), flood barrage (DAMCON, CATDAM3)"
V1.81,SPxLang.ENCGroup13Name,"Coastline, ice shelf, glacier, shoreline construction, etc"
V1.81,SPxLang.ENCGroup14Desc,"Dock (DOCARE), lock (LOKBSN), canal (CANALS)"
V1.81,SPxLang.ENCGroup14Name,"Dock, lock, canal"
V1.81,SPxLang.ENCGroup15Desc,Safety contours
V1.81,SPxLang.ENCGroup15Name,Safety contours
V1.81,SPxLang.ENCGroup16Desc,Safety contour (from conditional symbology procedure DEPCNT02)
V1.81,SPxLang.ENCGroup16Name,Safety contour
V1.81,SPxLang.ENCGroup17Desc,"Depth area (DEPARE), dredged area (DRGARE)"
V1.81,SPxLang.ENCGroup17Name,"Depth area, dredged area"
V1.81,SPxLang.ENCGroup18Desc,Dangers under water
V1.81,SPxLang.ENCGroup18Name,Dangers under water
V1.81,SPxLang.ENCGroup19Desc,"Isolated underwater dangers in own-ship safe water (rocks, wrecks, obstructions, mooring cables from conditional symbology procedure)"
V1.81,SPxLang.ENCGroup19Name,"Rocks, wrecks, obstructions, mooring cables"
V1.81,SPxLang.ENCGroup20Desc,Standard display
V1.81,SPxLang.ENCGroup20Name,Standard display
V1.81,SPxLang.ENCGroup21Desc,Information about the chart display
V1.81,SPxLang.ENCGroup21Name,Chart information
V1.81,SPxLang.ENCGroup22Desc,Unknown object (magenta question mark)
V1.81,SPxLang.ENCGroup22Name,Unknown object
V1.81,SPxLang.ENCGroup23Desc,Generic object (NEWOBJ01)
V1.81,SPxLang.ENCGroup23Name,Generic object
V1.81,SPxLang.ENCGroup24Desc,"Chart scale boundary, overscale data [AP(OVERSCO1)]"
V1.81,SPxLang.ENCGroup24Name,"Scale boundary, overscale data"
V1.81,SPxLang.ENCGroup25Desc,"Placeholder for geographic names (LNDRGN, SEAARE)"
V1.81,SPxLang.ENCGroup25Name,Geographic name placeholder
V1.81,SPxLang.ENCGroup26Desc,Major coastal features
V1.81,SPxLang.ENCGroup26Name,Major coastal features
V1.81,SPxLang.ENCGroup27Desc,"River (RIVERS), riverbank (RIVBNK), lake (LAKARE), lakeshore (LAKSHR), sloping ground (SLOGRD), slope top (SLOTOP), dyke (DYKCON), causeway (CAUSWY), dam (DAMCON)"
V1.81,SPxLang.ENCGroup27Name,"River, riverbank, lake, lakeshore, sloping ground, etc"
V1.81,SPxLang.ENCGroup28Desc,Conspicuous landmarks
V1.81,SPxLang.ENCGroup28Name,Conspicuous landmarks
V1.81,SPxLang.ENCGroup29Desc,Radar conspicuous object - (any object with attribute CONRAD 1)
V1.81,SPxLang.ENCGroup29Name,Radar conspicuous object
V1.81,SPxLang.ENCGroup30Desc,Visually conspicuous object (any object with attribute CONVIS 1)
V1.81,SPxLang.ENCGroup30Name,Visually conspicuous object
V1.81,SPxLang.ENCGroup31Desc,Built up area (BUAARE)
V1.81,SPxLang.ENCGroup31Name,Built up area
V1.81,SPxLang.ENCGroup32Desc,Depths
V1.81,SPxLang.ENCGroup32Name,Depths
V1.81,SPxLang.ENCGroup33Desc,Area of depth less than the safety contour (DIAMON01 pattern)
V1.81,SPxLang.ENCGroup33Name,Depth less than the safety contour
V1.81,SPxLang.ENCGroup34Desc,Swept area (SWPARE)
V1.81,SPxLang.ENCGroup34Name,Swept area
V1.81,SPxLang.ENCGroup35Desc,Seabed dangers
V1.81,SPxLang.ENCGroup35Name,Seabed dangers
V1.81,SPxLang.ENCGroup36Desc,"Mooring cables (MORFAC, CATMOR6), (CBLSUB, CATCBL6), tunnel on seabed (TUNNEL, BURDEP=0), sandwaves (SNDWAV)"
V1.81,SPxLang.ENCGroup36Name,"Mooring cables, tunnel on seabed, sandwaves"
V1.81,SPxLang.ENCGroup37Desc,"Isolated underwater dangers in waters between the displayed safety contour and the drying line (rocks, wrecks, obstructions, mooring cables from conditional symbology procedure UDWHAZnn)"
V1.81,SPxLang.ENCGroup37Name,Isolated underwater dangers
V1.81,SPxLang.ENCGroup38Desc,"Isolated above-water dangers in waters between the safety contour and the drying line (rocks, wrecks, obstructions which are always dry from conditional symbology procedure UDWHAZnn)"
V1.81,SPxLang.ENCGroup38Name,Isolated above-water dangers
V1.81,SPxLang.ENCGroup39Desc,Routes and tracks
V1.81,SPxLang.ENCGroup39Name,Routes and tracks
V1.81,SPxLang.ENCGroup40Desc,"Leading line, clearing line (NAVLINE)"
V1.81,SPxLang.ENCGroup40Name,"Leading line, clearing line"
V1.81,SPxLang.ENCGroup41Desc,Recommended track (RECTRC)
V1.81,SPxLang.ENCGroup41Name,Recommended track
V1.81,SPxLang.ENCGroup42Desc,Ferry route (FERYRT)
V1.81,SPxLang.ENCGroup42Name,Ferry route
V1.81,SPxLang.ENCGroup43Desc,"Radar line (RADLNE), limit of shore radar (RADRNG)"
V1.81,SPxLang.ENCGroup43Name,"Radar line, limit of shore radar"
V1.81,SPxLang.ENCGroup44Desc,Radio calling in point (RDOCAL)
V1.81,SPxLang.ENCGroup44Name,Radio calling in point
V1.81,SPxLang.ENCGroup45Desc,Restricted and cautionary areas
V1.81,SPxLang.ENCGroup45Name,Restricted and cautionary areas
V1.81,SPxLang.ENCGroup46Desc,Restricted area (RESARE)
V1.81,SPxLang.ENCGroup46Name,Restricted area
V1.81,SPxLang.ENCGroup47Desc,"Ferry route area (FERYRT), submarine transit lane (SUBTLN), military practice area (MIPARE), sea plane landing area (SPLARE), offshore production area (OSPARE)"
V1.81,SPxLang.ENCGroup47Name,"Ferry route area, submarine transit lane, military practice area, etc"
V1.81,SPxLang.ENCGroup48Desc,Fairway (FAIRWY)
V1.81,SPxLang.ENCGroup48Name,Fairway
V1.81,SPxLang.ENCGroup49Desc,Caution area (CTNARE)
V1.81,SPxLang.ENCGroup49Name,Caution area
V1.81,SPxLang.ENCGroup50Desc,Information areas and protected areas
V1.81,SPxLang.ENCGroup50Name,Information areas and protected areas
V1.81,SPxLang.ENCGroup51Desc,"Fishing ground (FSHGRD), marine farm (MARCUL)"
V1.81,SPxLang.ENCGroup51Name,"Fishing ground, marine farm"
V1.81,SPxLang.ENCGroup52Desc,"Anchorage area (ACHARE), anchor berth (ACHBRT)"
V1.81,SPxLang.ENCGroup52Name,"Anchorage area, anchor berth"
V1.81,SPxLang.ENCGroup53Desc,"Pipeline area (PIPARE), cable area (CBLARE)"
V1.81,SPxLang.ENCGroup53Name,"Pipeline area, cable area"
V1.81,SPxLang.ENCGroup54Desc,Dumping ground (DMPGRD)
V1.81,SPxLang.ENCGroup54Name,Dumping ground
V1.81,SPxLang.ENCGroup55Desc,"Cargo transhipment (CTSARE), incineration (ICNARE)"
V1.81,SPxLang.ENCGroup55Name,"Cargo transhipment, incineration"
V1.81,SPxLang.ENCGroup56Desc,"Archipelagic sea lane (ASLXIS, ARCSLN)"
V1.81,SPxLang.ENCGroup56Name,Archipelagic sea lane
V1.81,SPxLang.ENCGroup57Desc,"Buoys, beacons, topmarks, lights, fog signals"
V1.81,SPxLang.ENCGroup57Name,"Buoys, beacons, topmarks, lights, fog signals"
V1.81,SPxLang.ENCGroup58Desc,"Buoy (BOYxxx), light float (LITFLT), mooring buoy (MORFAC, CATMOR7)"
V1.81,SPxLang.ENCGroup58Name,"Buoy, light float, mooring buoy"
V1.81,SPxLang.ENCGroup59Desc,Light vessel (LITVES)
V1.81,SPxLang.ENCGroup59Name,Light vessel
V1.81,SPxLang.ENCGroup60Desc,Beacon (BCNxxx)
V1.81,SPxLang.ENCGroup60Name,Beacon
V1.81,SPxLang.ENCGroup61Desc,Daymark (DAYMAR)
V1.81,SPxLang.ENCGroup61Name,Daymark
V1.81,SPxLang.ENCGroup62Desc,Direction of buoyage IALA buoyage regions (M_NSYS)
V1.81,SPxLang.ENCGroup62Name,Direction of buoyage regions
V1.81,SPxLang.ENCGroup63Desc,Topmarks (TOPMAR) - for paper chart symbols
V1.81,SPxLang.ENCGroup63Name,Topmarks
V1.81,SPxLang.ENCGroup64Desc,Light (LIGHTS)
V1.81,SPxLang.ENCGroup64Name,Light
V1.81,SPxLang.ENCGroup65Desc,"Fog signal (FOGSIG), retro-reflector (RETRFL)"
V1.81,SPxLang.ENCGroup65Name,"Fog signal, retro-reflector"
V1.81,SPxLang.ENCGroup66Desc,Radar
V1.81,SPxLang.ENCGroup66Name,Radar
V1.81,SPxLang.ENCGroup67Desc,Racon (RTPBCN)
V1.81,SPxLang.ENCGroup67Name,Racon
V1.81,SPxLang.ENCGroup68Desc,Radar reflector (RADRFL)
V1.81,SPxLang.ENCGroup68Name,Radar reflector
V1.81,SPxLang.ENCGroup69Desc,Services
V1.81,SPxLang.ENCGroup69Name,Services
V1.81,SPxLang.ENCGroup70Desc,Pilot boarding point (PILBOP)
V1.81,SPxLang.ENCGroup70Name,Pilot boarding point
V1.81,SPxLang.ENCGroup71Desc,"Signal station, traffic (SISTAT), signal station warning (SISTAW)"
V1.81,SPxLang.ENCGroup71Name,"Signal station, traffic, signal station warning"
V1.81,SPxLang.ENCGroup72Desc,Other display
V1.81,SPxLang.ENCGroup72Name,Other display
V1.81,SPxLang.ENCGroup73Desc,Information about the chart display
V1.81,SPxLang.ENCGroup73Name,Information about chart display
V1.81,SPxLang.ENCGroup74Desc,"Accuracy of data (MPCCY), survey reliability (M_SREL), survey source (M_SSOR) quality of data (M_QUAL)"
V1.81,SPxLang.ENCGroup74Name,"Accuracy of data, survey reliability, survey source, etc"
V1.81,SPxLang.ENCGroup75Desc,"Symbol LOWACC01, identifying low accuracy data, applied to the spatial object of point and area wrecks, rocks and obstructions and to point land areas"
V1.81,SPxLang.ENCGroup75Name,Low accuracy data
V1.81,SPxLang.ENCGroup76Desc,Nautical publication (M_NPUB)
V1.81,SPxLang.ENCGroup76Name,Nautical publication
V1.81,SPxLang.ENCGroup77Desc,"Information from attributes INFORM, TXTDSC, PICREP"
V1.81,SPxLang.ENCGroup77Name,Information from attributes
V1.81,SPxLang.ENCGroup78Desc,"Data scale and coverage (M_CSCL, M_COVR)"
V1.81,SPxLang.ENCGroup78Name,Data scale and coverage
V1.81,SPxLang.ENCGroup79Desc,"Magnetic variation (MAGVAR), local magnetic anomaly (LOCMAG)"
V1.81,SPxLang.ENCGroup79Name,"Magnetic variation, local magnetic anomaly"
V1.81,SPxLang.ENCGroup80Desc,Natural features
V1.81,SPxLang.ENCGroup80Name,Natural features
V1.81,SPxLang.ENCGroup81Desc,"Dunes, hills (SLOGRD), ridge, clifftop (SLOTOP), contours and elevation (LNDELV)"
V1.81,SPxLang.ENCGroup81Name,"Dunes, hills, ridge, clifftop, contours, elevation"
V1.81,SPxLang.ENCGroup82Desc,"Trees, vegetation, mangrove (VEGATN), marsh (LNDRGN)"
V1.81,SPxLang.ENCGroup82Name,"Trees, vegetation, mangrove, marsh"
V1.81,SPxLang.ENCGroup83Desc,"River (RIVERS) or lake (LAKARE); also rapids (RAPIDS), waterfall (WATFAL)"
V1.81,SPxLang.ENCGroup83Name,"River, lake, rapids, waterfall"
V1.81,SPxLang.ENCGroup84Desc,"Tideway (TIDWAY), saltpan (SLTPAN)"
V1.81,SPxLang.ENCGroup84Name,"Tideway, saltpan"
V1.81,SPxLang.ENCGroup85Desc,Shore structures
V1.81,SPxLang.ENCGroup85Name,Shore structures
V1.81,SPxLang.ENCGroup86Desc,"Any of the following not classified as CONVIS1 (conspicuous): landmark (LNDMRK), building (BUISGL), tank, silo, water tower (SILTNK)cairn (CAIRNS), wall (FNCLNE), fort (FORSTC)"
V1.81,SPxLang.ENCGroup86Name,"Landmark, building, tank, silo, water tower, cairn, wall, fort"
V1.81,SPxLang.ENCGroup87Desc,"Airport (AIRARE), runway (RUNWAY)"
V1.81,SPxLang.ENCGroup87Name,"Airport, runway"
V1.81,SPxLang.ENCGroup88Desc,"Railway (RAILWY), road (ROADWY), tunnel (TUNNEL), control point (CTRPNT)"
V1.81,SPxLang.ENCGroup88Name,"Railway, road, tunnel, control point"
V1.81,SPxLang.ENCGroup89Desc,"Quarry, refinery, power station, tank farm, wind farm, factory, timber yard (PRDARE)"
V1.81,SPxLang.ENCGroup89Name,"Quarry, refinery, power station, tank farm, wind farm, etc"
V1.81,SPxLang.ENCGroup90Desc,Port features
V1.81,SPxLang.ENCGroup90Name,Port features
V1.81,SPxLang.ENCGroup91Desc,"Harbour type (HRBFAC), customs check point (CHKPNT) [note: 'small craft facilities' (SMCFAC) is in group 38210]"
V1.81,SPxLang.ENCGroup91Name,"Harbour type, customs check point"
V1.81,SPxLang.ENCGroup92Desc,Distance mark (DISMAR)
V1.81,SPxLang.ENCGroup92Name,Distance mark
V1.81,SPxLang.ENCGroup93Desc,"Berthing facility (such as wharf) (BRTFAC), berth number (BERTHS), mooring facility (such as bollard) (MORFAC), gate (such as lock gate) (GATCON) , dry dock (DRYDOC), crane (CRANES)"
V1.81,SPxLang.ENCGroup93Name,"Berthing facility, berth number, mooring facility, etc"
V1.81,SPxLang.ENCGroup94Desc,Gridiron (GRIDRN)
V1.81,SPxLang.ENCGroup94Name,Gridiron
V1.81,SPxLang.ENCGroup95Desc,"Depths, currents, tide rips, etc"
V1.81,SPxLang.ENCGroup95Name,"Depths, currents, tide rips, etc"
V1.81,SPxLang.ENCGroup96Desc,Soundings (SOUNDG)
V1.81,SPxLang.ENCGroup96Name,Soundings
V1.81,SPxLang.ENCGroup97Desc,"Depth contours (DEPCNT) other than the safety contour, line depth area (DEPARE)"
V1.81,SPxLang.ENCGroup97Name,"Depth contours, line depth area"
V1.81,SPxLang.ENCGroup98Desc,Label for the safety contour
V1.81,SPxLang.ENCGroup98Name,Safety contour label
V1.81,SPxLang.ENCGroup99Desc,Label for contours other than the safety contour
V1.81,SPxLang.ENCGroup99Name,Other contour label
V1.81,SPxLang.ENCGroup100Desc,Water turbulence (WATTUR)
V1.81,SPxLang.ENCGroup100Name,Water turbulence
V1.81,SPxLang.ENCGroup101Desc,"Tidal information (T_HMON, T_NHM, T_TIMS)"
V1.81,SPxLang.ENCGroup101Name,Tidal information
V1.81,SPxLang.ENCGroup102Desc,"Current and tidal stream information (CURENT, TS_FEB, TS_PAD, TS_PNH, TS_PRH, TS_TIS)"
V1.81,SPxLang.ENCGroup102Name,Current and tidal stream information
V1.81,SPxLang.ENCGroup103Desc,"Seabed information: rocks, wrecks & obstns, pipes & cables"
V1.81,SPxLang.ENCGroup103Name,Seabed information
V1.81,SPxLang.ENCGroup104Desc,Nature of seabed (SBDARE)
V1.81,SPxLang.ENCGroup104Name,Nature of seabed
V1.81,SPxLang.ENCGroup105Desc,"Spring (SPRING), sea weed (WEDKLP)"
V1.81,SPxLang.ENCGroup105Name,"Spring, sea weed"
V1.81,SPxLang.ENCGroup106Desc,"Fish haven (FSHHAV), fishing stakes, etc. (FSHFAC)"
V1.81,SPxLang.ENCGroup106Name,"Fish haven, fishing stakes, etc"
V1.81,SPxLang.ENCGroup107Desc,"Rocks (UWTROC), wrecks (WRECKS), obstructions (OBSTNS), which are not a danger to own-ship's navigation (these are all Display Base if a danger to own-ship)"
V1.81,SPxLang.ENCGroup107Name,"Rocks, wrecks, obstructions"
V1.81,SPxLang.ENCGroup108Desc,"Non-dangerous rocks (UWTROC), wrecks (WRECKS) and obstructions (OBSTRN) which have a VALSOU attribute and are not a danger to own-ship's navigation (these objects are all Display Base if a danger to own-ship)"
V1.81,SPxLang.ENCGroup108Name,"Non-dangerous rocks, wrecks, obstructions"
V1.81,SPxLang.ENCGroup109Desc,"Submarine cable (CBLSUB), submarine pipeline (PIPSOL)"
V1.81,SPxLang.ENCGroup109Name,"Submarine cable, submarine pipeline"
V1.81,SPxLang.ENCGroup110Desc,Routes
V1.81,SPxLang.ENCGroup110Name,Routes
V1.81,SPxLang.ENCGroup111Desc,"Administrative areas, (by cursor enquiry)"
V1.81,SPxLang.ENCGroup111Name,Administrative areas
V1.81,SPxLang.ENCGroup112Desc,Continental shelf (COSARE)
V1.81,SPxLang.ENCGroup112Name,Continental shelf
V1.81,SPxLang.ENCGroup113Desc,"Harbour area (HRBARE) free port area (FRPARE), customs zone (CUSZNE)"
V1.81,SPxLang.ENCGroup113Name,"Harbour area, free port area, customs zone"
